-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	0	1712	3325	4811	6051	7184	7746	7832	7699	7312	6462	5378	4413	3864	3799	3838	3782	3622	3468	3358	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	1928	2580	3732	4891	5954	6969	7451	7460	7146	6673	5958	5026	4201	3732	3698	3713	3663	3564	3462	3368	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3068	3700	4689	5595	6458	7195	7439	7226	6699	6097	5422	4657	4067	3747	3686	3660	3632	3580	3498	3410	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3433	3907	5001	5809	6683	7321	7457	7142	6554	5967	5305	4579	4052	3767	3743	3702	3654	3602	3556	3483	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3728	4321	5263	6034	6892	7575	7834	7527	6971	6366	5667	4862	4223	3837	3774	3708	3645	3612	3562	3495	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3855	4206	4853	5792	6762	7647	8126	7960	7427	6740	5994	5126	4357	3870	3760	3655	3540	3475	3456	3485	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	4076	4388	4879	5581	6567	7648	8288	8347	7847	7056	6233	5296	4427	3832	3621	3442	3217	3146	3345	3543	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3814	4607	5203	5931	6744	7693	8412	8666	8198	7328	6385	5356	4432	3752	3467	3200	2893	2825	3182	3614	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3555	4094	4829	5934	6716	7485	8232	8456	8076	7226	6319	5313	4412	3698	3318	2913	2569	2476	2849	3489	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3756	3965	4562	5575	6332	7196	8060	8355	8007	7198	6361	5392	4492	3750	3387	3080	2778	2541	2831	3555	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	4069	4407	4904	5723	6430	7308	8225	8697	8409	7621	6700	5667	4683	3913	3635	3552	3404	3251	3501	3989	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3986	4443	4840	5552	6445	7473	8448	9063	8897	8187	7106	5914	4785	3981	3804	3801	3810	3881	4146	4420	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3927	4127	4419	5233	6316	7390	8457	9171	9093	8433	7314	5981	4748	3911	3637	3790	3916	4098	4423	4670	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	4083	4256	4718	5443	6430	7351	8201	8903	8846	8212	7102	5813	4681	3834	3429	3587	3805	4206	4492	4707	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	4310	4825	5282	5914	6538	7207	7895	8441	8270	7592	6570	5466	4552	3828	3465	3533	3716	4082	4396	4574	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	4195	4996	5553	6127	6639	7134	7662	8007	7818	7157	6191	5235	4452	3830	3527	3493	3702	4013	4310	4424	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3753	4492	5156	5729	6238	6803	7264	7507	7379	6862	6041	5130	4408	3881	3544	3458	3626	3894	4097	4128	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	3163	3888	4513	4946	5694	6348	6914	7130	7042	6640	5924	5038	4326	3890	3717	3676	3634	3687	3785	3783	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	2623	3306	3876	4490	5306	6201	6820	7050	6943	6578	5943	5057	4326	3939	3816	3822	3811	3801	3777	3733	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	2404	2765	3257	4006	4865	5761	6537	6757	6574	6249	5725	4948	4285	3979	3867	3866	3847	3832	3791	3751	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
